station_number,area_code,parameter,valid_start,valid_end,value,unit,statistic,instantaneous,level,qc_valid_minutes,qc_valid_minutes_start,qc_valid_minutes_end
14901,NT_PT057,AIR_TEMP_MAX,1452207600,1452211200,27.2,Celsius,max,False,SFC,57.0,1452207600,1452211200
14901,NT_PT057,AIR_TEMP_MAX,1452211200,1452214800,28.7,Celsius,max,False,SFC,59.0,1452211200,1452214800
14901,NT_PT057,AIR_TEMP_MAX,1452214800,1452218400,29.8,Celsius,max,False,SFC,60.0,1452214800,1452218400
14901,NT_PT057,AIR_TEMP_MAX,1452218400,1452222000,31.2,Celsius,max,False,SFC,60.0,1452218400,1452222000
14901,NT_PT057,AIR_TEMP_MAX,1452222000,1452225600,32.9,Celsius,max,False,SFC,60.0,1452222000,1452225600
14901,NT_PT057,AIR_TEMP_MAX,1452225600,1452229200,33.4,Celsius,max,False,SFC,60.0,1452225600,1452229200
14901,NT_PT057,AIR_TEMP_MAX,1452229200,1452232800,34.8,Celsius,max,False,SFC,60.0,1452229200,1452232800
14901,NT_PT057,AIR_TEMP_MAX,1452232800,1452236400,35.1,Celsius,max,False,SFC,60.0,1452232800,1452236400
14901,NT_PT057,AIR_TEMP_MAX,1452236400,1452240000,34.7,Celsius,max,False,SFC,60.0,1452236400,1452240000
14901,NT_PT057,AIR_TEMP_MAX,1452240000,1452243600,29.1,Celsius,max,False,SFC,60.0,1452240000,1452243600
14901,NT_PT057,AIR_TEMP_MAX,1452243600,1452247200,27.5,Celsius,max,False,SFC,60.0,1452243600,1452247200
14901,NT_PT057,AIR_TEMP_MAX,1452247200,1452250800,26.8,Celsius,max,False,SFC,60.0,1452247200,1452250800
14901,NT_PT057,AIR_TEMP_MAX,1452250800,1452254400,26.1,Celsius,max,False,SFC,60.0,1452250800,1452254400
14901,NT_PT057,AIR_TEMP_MAX,1452254400,1452258000,25.7,Celsius,max,False,SFC,60.0,1452254400,1452258000
14901,NT_PT057,AIR_TEMP_MAX,1452258000,1452261600,25.4,Celsius,max,False,SFC,60.0,1452258000,1452261600
14901,NT_PT057,AIR_TEMP_MAX,1452261600,1452265200,25.1,Celsius,max,False,SFC,30.0,1452261600,1452263400
14909,NT_PT041,AIR_TEMP_MAX,1452175200,1452178800,26.3,Celsius,max,False,SFC,30.0,1452177000,1452178800
14909,NT_PT041,AIR_TEMP_MAX,1452178800,1452182400,26.1,Celsius,max,False,SFC,60.0,1452178800,1452182400
14909,NT_PT041,AIR_TEMP_MAX,1452182400,1452186000,25.7,Celsius,max,False,SFC,60.0,1452182400,1452186000
14909,NT_PT041,AIR_TEMP_MAX,1452186000,1452189600,25.7,Celsius,max,False,SFC,60.0,1452186000,1452189600
14909,NT_PT041,AIR_TEMP_MAX,1452189600,1452193200,25.7,Celsius,max,False,SFC,60.0,1452189600,1452193200
14909,NT_PT041,AIR_TEMP_MAX,1452193200,1452196800,25.4,Celsius,max,False,SFC,4.0,1452193200,1452193440
14909,NT_PT041,AIR_TEMP_MAX,1452200400,1452204000,26.0,Celsius,max,False,SFC,1.0,1452193440,1452203700
14909,NT_PT041,AIR_TEMP_MAX,1452204000,1452207600,26.6,Celsius,max,False,SFC,37.0,1452203700,1452207600
14909,NT_PT041,AIR_TEMP_MAX,1452207600,1452211200,29.1,Celsius,max,False,SFC,60.0,1452207480,1452211200
14909,NT_PT041,AIR_TEMP_MAX,1452211200,1452214800,32.2,Celsius,max,False,SFC,59.0,1452211200,1452214800
14909,NT_PT041,AIR_TEMP_MAX,1452214800,1452218400,31.5,Celsius,max,False,SFC,60.0,1452214800,1452218400
14909,NT_PT041,AIR_TEMP_MAX,1452218400,1452222000,32.4,Celsius,max,False,SFC,60.0,1452218400,1452222000
14909,NT_PT041,AIR_TEMP_MAX,1452222000,1452225600,33.1,Celsius,max,False,SFC,60.0,1452222000,1452225600
14909,NT_PT041,AIR_TEMP_MAX,1452225600,1452229200,33.8,Celsius,max,False,SFC,60.0,1452225600,1452229200
14909,NT_PT041,AIR_TEMP_MAX,1452229200,1452232800,34.1,Celsius,max,False,SFC,60.0,1452229200,1452232800
14909,NT_PT041,AIR_TEMP_MAX,1452232800,1452236400,33.1,Celsius,max,False,SFC,60.0,1452232800,1452236400
14909,NT_PT041,AIR_TEMP_MAX,1452236400,1452240000,28.0,Celsius,max,False,SFC,60.0,1452236400,1452240000
14909,NT_PT041,AIR_TEMP_MAX,1452240000,1452243600,29.0,Celsius,max,False,SFC,60.0,1452240000,1452243600
14909,NT_PT041,AIR_TEMP_MAX,1452243600,1452247200,27.9,Celsius,max,False,SFC,60.0,1452243600,1452247200
14909,NT_PT041,AIR_TEMP_MAX,1452247200,1452250800,27.3,Celsius,max,False,SFC,60.0,1452247200,1452250800
14909,NT_PT041,AIR_TEMP_MAX,1452250800,1452254400,27.5,Celsius,max,False,SFC,60.0,1452250800,1452254400
14909,NT_PT041,AIR_TEMP_MAX,1452254400,1452258000,26.9,Celsius,max,False,SFC,60.0,1452254400,1452258000
14909,NT_PT041,AIR_TEMP_MAX,1452258000,1452261600,26.1,Celsius,max,False,SFC,60.0,1452258000,1452261600
14909,NT_PT041,AIR_TEMP_MAX,1452261600,1452265200,25.8,Celsius,max,False,SFC,30.0,1452261600,1452263400
14932,NT_PT132,AIR_TEMP_MAX,1452175200,1452178800,26.3,Celsius,max,False,SFC,30.0,1452177000,1452178800
14932,NT_PT132,AIR_TEMP_MAX,1452178800,1452182400,26.1,Celsius,max,False,SFC,60.0,1452178800,1452182400
14932,NT_PT132,AIR_TEMP_MAX,1452182400,1452186000,25.9,Celsius,max,False,SFC,60.0,1452182400,1452186000
14932,NT_PT132,AIR_TEMP_MAX,1452186000,1452189600,25.9,Celsius,max,False,SFC,60.0,1452186000,1452189600
14932,NT_PT132,AIR_TEMP_MAX,1452189600,1452193200,26.2,Celsius,max,False,SFC,60.0,1452189600,1452193200
14932,NT_PT132,AIR_TEMP_MAX,1452193200,1452196800,26.3,Celsius,max,False,SFC,5.0,1452193200,1452193500
14932,NT_PT132,AIR_TEMP_MAX,1452204000,1452207600,25.5,Celsius,max,False,SFC,3.0,1452193500,1452205140
14932,NT_PT132,AIR_TEMP_MAX,1452207600,1452211200,28.6,Celsius,max,False,SFC,21.0,1452205140,1452211200
14932,NT_PT132,AIR_TEMP_MAX,1452211200,1452214800,31.2,Celsius,max,False,SFC,60.0,1452211200,1452214800
14932,NT_PT132,AIR_TEMP_MAX,1452214800,1452218400,32.5,Celsius,max,False,SFC,60.0,1452214800,1452218400
14932,NT_PT132,AIR_TEMP_MAX,1452218400,1452222000,33.8,Celsius,max,False,SFC,60.0,1452218400,1452222000
14932,NT_PT132,AIR_TEMP_MAX,1452222000,1452225600,35.2,Celsius,max,False,SFC,60.0,1452222000,1452225600
14932,NT_PT132,AIR_TEMP_MAX,1452225600,1452229200,34.1,Celsius,max,False,SFC,60.0,1452225600,1452229200
14932,NT_PT132,AIR_TEMP_MAX,1452229200,1452232800,29.3,Celsius,max,False,SFC,60.0,1452229200,1452232800
14932,NT_PT132,AIR_TEMP_MAX,1452232800,1452236400,33.8,Celsius,max,False,SFC,60.0,1452232800,1452236400
14932,NT_PT132,AIR_TEMP_MAX,1452236400,1452240000,34.8,Celsius,max,False,SFC,60.0,1452236400,1452240000
14932,NT_PT132,AIR_TEMP_MAX,1452240000,1452243600,34.7,Celsius,max,False,SFC,60.0,1452240000,1452243600
14932,NT_PT132,AIR_TEMP_MAX,1452243600,1452247200,33.1,Celsius,max,False,SFC,60.0,1452243600,1452247200
14932,NT_PT132,AIR_TEMP_MAX,1452247200,1452250800,27.5,Celsius,max,False,SFC,60.0,1452247200,1452250800
14932,NT_PT132,AIR_TEMP_MAX,1452250800,1452254400,27.6,Celsius,max,False,SFC,60.0,1452250800,1452254400
14932,NT_PT132,AIR_TEMP_MAX,1452254400,1452258000,27.0,Celsius,max,False,SFC,60.0,1452254400,1452258000
14932,NT_PT132,AIR_TEMP_MAX,1452258000,1452261600,26.8,Celsius,max,False,SFC,60.0,1452258000,1452261600
14932,NT_PT132,AIR_TEMP_MAX,1452261600,1452265200,26.7,Celsius,max,False,SFC,30.0,1452261600,1452263400
14948,NT_PT011,AIR_TEMP_MAX,1452175200,1452178800,29.3,Celsius,max,False,SFC,30.0,1452177000,1452178800
14948,NT_PT011,AIR_TEMP_MAX,1452178800,1452182400,29.2,Celsius,max,False,SFC,60.0,1452178800,1452182400
14948,NT_PT011,AIR_TEMP_MAX,1452182400,1452186000,28.4,Celsius,max,False,SFC,60.0,1452182400,1452186000
14948,NT_PT011,AIR_TEMP_MAX,1452186000,1452189600,28.5,Celsius,max,False,SFC,60.0,1452186000,1452189600
14948,NT_PT011,AIR_TEMP_MAX,1452189600,1452193200,28.5,Celsius,max,False,SFC,60.0,1452189600,1452193200
14948,NT_PT011,AIR_TEMP_MAX,1452193200,1452196800,28.2,Celsius,max,False,SFC,5.0,1452193200,1452193500
14948,NT_PT011,AIR_TEMP_MAX,1452200400,1452204000,28.5,Celsius,max,False,SFC,1.0,1452193500,1452201300
14948,NT_PT011,AIR_TEMP_MAX,1452204000,1452207600,30.4,Celsius,max,False,SFC,39.0,1452201300,1452207600
14948,NT_PT011,AIR_TEMP_MAX,1452207600,1452211200,31.3,Celsius,max,False,SFC,60.0,1452207600,1452211200
14948,NT_PT011,AIR_TEMP_MAX,1452211200,1452214800,31.4,Celsius,max,False,SFC,60.0,1452211200,1452214800
14948,NT_PT011,AIR_TEMP_MAX,1452214800,1452218400,33.2,Celsius,max,False,SFC,60.0,1452214800,1452218400
14948,NT_PT011,AIR_TEMP_MAX,1452218400,1452222000,33.7,Celsius,max,False,SFC,59.0,1452218400,1452222000
14948,NT_PT011,AIR_TEMP_MAX,1452222000,1452225600,33.2,Celsius,max,False,SFC,60.0,1452222000,1452225600
14948,NT_PT011,AIR_TEMP_MAX,1452225600,1452229200,33.2,Celsius,max,False,SFC,60.0,1452225600,1452229200
14948,NT_PT011,AIR_TEMP_MAX,1452229200,1452232800,33.4,Celsius,max,False,SFC,60.0,1452229200,1452232800
14948,NT_PT011,AIR_TEMP_MAX,1452232800,1452236400,33.5,Celsius,max,False,SFC,60.0,1452232800,1452236400
14948,NT_PT011,AIR_TEMP_MAX,1452236400,1452240000,32.9,Celsius,max,False,SFC,60.0,1452236400,1452240000
14948,NT_PT011,AIR_TEMP_MAX,1452240000,1452243600,32.3,Celsius,max,False,SFC,60.0,1452240000,1452243600
14948,NT_PT011,AIR_TEMP_MAX,1452243600,1452247200,24.2,Celsius,max,False,SFC,60.0,1452243600,1452247200
14948,NT_PT011,AIR_TEMP_MAX,1452247200,1452250800,25.0,Celsius,max,False,SFC,60.0,1452247200,1452250800
14948,NT_PT011,AIR_TEMP_MAX,1452250800,1452254400,25.0,Celsius,max,False,SFC,60.0,1452250800,1452254400
14948,NT_PT011,AIR_TEMP_MAX,1452254400,1452258000,25.3,Celsius,max,False,SFC,60.0,1452254400,1452258000
14948,NT_PT011,AIR_TEMP_MAX,1452258000,1452261600,25.3,Celsius,max,False,SFC,60.0,1452258000,1452261600
14948,NT_PT011,AIR_TEMP_MAX,1452261600,1452265200,25.6,Celsius,max,False,SFC,30.0,1452261600,1452263400
14949,NT_PT054,AIR_TEMP_MAX,1452175200,1452178800,27.8,Celsius,max,False,SFC,30.0,1452177000,1452178800
14949,NT_PT054,AIR_TEMP_MAX,1452178800,1452182400,27.5,Celsius,max,False,SFC,60.0,1452178800,1452182400
14949,NT_PT054,AIR_TEMP_MAX,1452182400,1452186000,27.2,Celsius,max,False,SFC,60.0,1452182400,1452186000
14949,NT_PT054,AIR_TEMP_MAX,1452186000,1452189600,26.5,Celsius,max,False,SFC,60.0,1452186000,1452189600
14949,NT_PT054,AIR_TEMP_MAX,1452189600,1452193200,25.7,Celsius,max,False,SFC,60.0,1452189600,1452193200
14949,NT_PT054,AIR_TEMP_MAX,1452193200,1452196800,25.0,Celsius,max,False,SFC,5.0,1452193200,1452193500
14949,NT_PT054,AIR_TEMP_MAX,1452200400,1452204000,26.0,Celsius,max,False,SFC,2.0,1452193500,1452203640
14949,NT_PT054,AIR_TEMP_MAX,1452204000,1452207600,27.9,Celsius,max,False,SFC,36.0,1452203640,1452207600
14949,NT_PT054,AIR_TEMP_MAX,1452207600,1452211200,30.2,Celsius,max,False,SFC,60.0,1452207540,1452211200
14949,NT_PT054,AIR_TEMP_MAX,1452211200,1452214800,31.8,Celsius,max,False,SFC,59.0,1452211200,1452214800
14949,NT_PT054,AIR_TEMP_MAX,1452214800,1452218400,32.6,Celsius,max,False,SFC,60.0,1452214800,1452218400
14949,NT_PT054,AIR_TEMP_MAX,1452218400,1452222000,33.9,Celsius,max,False,SFC,60.0,1452218400,1452222000
14949,NT_PT054,AIR_TEMP_MAX,1452222000,1452225600,34.8,Celsius,max,False,SFC,60.0,1452222000,1452225600
14949,NT_PT054,AIR_TEMP_MAX,1452225600,1452229200,35.8,Celsius,max,False,SFC,60.0,1452225600,1452229200
14949,NT_PT054,AIR_TEMP_MAX,1452229200,1452232800,36.2,Celsius,max,False,SFC,60.0,1452229200,1452232800
14949,NT_PT054,AIR_TEMP_MAX,1452232800,1452236400,37.1,Celsius,max,False,SFC,60.0,1452232800,1452236400
14949,NT_PT054,AIR_TEMP_MAX,1452236400,1452240000,34.5,Celsius,max,False,SFC,60.0,1452236400,1452240000
14949,NT_PT054,AIR_TEMP_MAX,1452240000,1452243600,33.6,Celsius,max,False,SFC,60.0,1452240000,1452243600
14949,NT_PT054,AIR_TEMP_MAX,1452243600,1452247200,31.0,Celsius,max,False,SFC,60.0,1452243600,1452247200
14949,NT_PT054,AIR_TEMP_MAX,1452247200,1452250800,30.6,Celsius,max,False,SFC,60.0,1452247200,1452250800
14949,NT_PT054,AIR_TEMP_MAX,1452250800,1452254400,30.1,Celsius,max,False,SFC,60.0,1452250800,1452254400
14949,NT_PT054,AIR_TEMP_MAX,1452254400,1452258000,29.9,Celsius,max,False,SFC,60.0,1452254400,1452258000
14949,NT_PT054,AIR_TEMP_MAX,1452258000,1452261600,29.1,Celsius,max,False,SFC,60.0,1452258000,1452261600
14949,NT_PT054,AIR_TEMP_MAX,1452261600,1452265200,28.8,Celsius,max,False,SFC,30.0,1452261600,1452263400
14954,NT_PT035,AIR_TEMP_MAX,1452175200,1452178800,28.3,Celsius,max,False,SFC,30.0,1452176940,1452178800
14954,NT_PT035,AIR_TEMP_MAX,1452178800,1452182400,28.1,Celsius,max,False,SFC,59.0,1452178800,1452182400
14954,NT_PT035,AIR_TEMP_MAX,1452182400,1452186000,27.2,Celsius,max,False,SFC,56.0,1452182400,1452186000
14954,NT_PT035,AIR_TEMP_MAX,1452186000,1452189600,26.7,Celsius,max,False,SFC,56.0,1452186000,1452189540
14954,NT_PT035,AIR_TEMP_MAX,1452189600,1452193200,26.2,Celsius,max,False,SFC,59.0,1452189540,1452193200
14954,NT_PT035,AIR_TEMP_MAX,1452193200,1452196800,25.1,Celsius,max,False,SFC,3.0,1452193200,1452193440
14954,NT_PT035,AIR_TEMP_MAX,1452200400,1452204000,27.0,Celsius,max,False,SFC,2.0,1452193440,1452203700
14954,NT_PT035,AIR_TEMP_MAX,1452204000,1452207600,28.8,Celsius,max,False,SFC,34.0,1452203700,1452207600
14954,NT_PT035,AIR_TEMP_MAX,1452207600,1452211200,30.3,Celsius,max,False,SFC,58.0,1452207600,1452211200
14954,NT_PT035,AIR_TEMP_MAX,1452211200,1452214800,31.9,Celsius,max,False,SFC,58.0,1452211200,1452214800
14954,NT_PT035,AIR_TEMP_MAX,1452214800,1452218400,33.2,Celsius,max,False,SFC,56.0,1452214800,1452218400
14954,NT_PT035,AIR_TEMP_MAX,1452218400,1452222000,34.4,Celsius,max,False,SFC,54.0,1452218400,1452222000
14954,NT_PT035,AIR_TEMP_MAX,1452222000,1452225600,35.3,Celsius,max,False,SFC,58.0,1452222000,1452225600
14954,NT_PT035,AIR_TEMP_MAX,1452225600,1452229200,36.2,Celsius,max,False,SFC,59.0,1452225600,1452229200
14954,NT_PT035,AIR_TEMP_MAX,1452229200,1452232800,36.8,Celsius,max,False,SFC,57.0,1452229200,1452232800
14954,NT_PT035,AIR_TEMP_MAX,1452232800,1452236400,37.0,Celsius,max,False,SFC,58.0,1452232800,1452236400
14954,NT_PT035,AIR_TEMP_MAX,1452236400,1452240000,36.9,Celsius,max,False,SFC,53.0,1452236400,1452239940
14954,NT_PT035,AIR_TEMP_MAX,1452240000,1452243600,37.2,Celsius,max,False,SFC,57.0,1452239940,1452243600
14954,NT_PT035,AIR_TEMP_MAX,1452243600,1452247200,28.3,Celsius,max,False,SFC,57.0,1452243600,1452247140
14954,NT_PT035,AIR_TEMP_MAX,1452247200,1452250800,26.1,Celsius,max,False,SFC,56.0,1452247140,1452250800
14954,NT_PT035,AIR_TEMP_MAX,1452250800,1452254400,26.8,Celsius,max,False,SFC,60.0,1452250800,1452254400
14954,NT_PT035,AIR_TEMP_MAX,1452254400,1452258000,26.8,Celsius,max,False,SFC,58.0,1452254400,1452258000
14954,NT_PT035,AIR_TEMP_MAX,1452258000,1452261600,27.1,Celsius,max,False,SFC,59.0,1452258000,1452261600
14954,NT_PT035,AIR_TEMP_MAX,1452261600,1452265200,26.8,Celsius,max,False,SFC,29.0,1452261600,1452263340
15135,NT_PT010,AIR_TEMP_MAX,1452175200,1452178800,27.5,Celsius,max,False,SFC,30.0,1452177000,1452178800
15135,NT_PT010,AIR_TEMP_MAX,1452178800,1452182400,27.3,Celsius,max,False,SFC,60.0,1452178800,1452182400
15135,NT_PT010,AIR_TEMP_MAX,1452182400,1452186000,26.2,Celsius,max,False,SFC,60.0,1452182400,1452186000
15135,NT_PT010,AIR_TEMP_MAX,1452186000,1452189600,25.5,Celsius,max,False,SFC,60.0,1452186000,1452189600
15135,NT_PT010,AIR_TEMP_MAX,1452189600,1452193200,25.5,Celsius,max,False,SFC,60.0,1452189600,1452193200
15135,NT_PT010,AIR_TEMP_MAX,1452193200,1452196800,24.2,Celsius,max,False,SFC,5.0,1452193200,1452193500
15135,NT_PT010,AIR_TEMP_MAX,1452200400,1452204000,27.9,Celsius,max,False,SFC,3.0,1452193500,1452203700
15135,NT_PT010,AIR_TEMP_MAX,1452204000,1452207600,28.9,Celsius,max,False,SFC,3.0,1452203700,1452205140
15135,NT_PT010,AIR_TEMP_MAX,1452207600,1452211200,33.7,Celsius,max,False,SFC,21.0,1452205140,1452211200
15135,NT_PT010,AIR_TEMP_MAX,1452211200,1452214800,35.1,Celsius,max,False,SFC,60.0,1452211200,1452214800
15135,NT_PT010,AIR_TEMP_MAX,1452214800,1452218400,36.1,Celsius,max,False,SFC,60.0,1452214800,1452218400
15135,NT_PT010,AIR_TEMP_MAX,1452218400,1452222000,37.4,Celsius,max,False,SFC,60.0,1452218400,1452222000
15135,NT_PT010,AIR_TEMP_MAX,1452222000,1452225600,37.7,Celsius,max,False,SFC,60.0,1452222000,1452225600
15135,NT_PT010,AIR_TEMP_MAX,1452225600,1452229200,38.1,Celsius,max,False,SFC,60.0,1452225600,1452229200
15135,NT_PT010,AIR_TEMP_MAX,1452229200,1452232800,38.0,Celsius,max,False,SFC,60.0,1452229200,1452232800
15135,NT_PT010,AIR_TEMP_MAX,1452232800,1452236400,38.1,Celsius,max,False,SFC,60.0,1452232800,1452236400
15135,NT_PT010,AIR_TEMP_MAX,1452236400,1452240000,37.6,Celsius,max,False,SFC,60.0,1452236400,1452240000
15135,NT_PT010,AIR_TEMP_MAX,1452240000,1452243600,36.9,Celsius,max,False,SFC,60.0,1452240000,1452243600
15135,NT_PT010,AIR_TEMP_MAX,1452243600,1452247200,35.4,Celsius,max,False,SFC,60.0,1452243600,1452247200
15135,NT_PT010,AIR_TEMP_MAX,1452247200,1452250800,33.1,Celsius,max,False,SFC,60.0,1452247200,1452250800
15135,NT_PT010,AIR_TEMP_MAX,1452250800,1452254400,31.4,Celsius,max,False,SFC,60.0,1452250800,1452254400
15135,NT_PT010,AIR_TEMP_MAX,1452254400,1452258000,30.2,Celsius,max,False,SFC,60.0,1452254400,1452258000
15135,NT_PT010,AIR_TEMP_MAX,1452258000,1452261600,29.7,Celsius,max,False,SFC,60.0,1452258000,1452261600
15135,NT_PT010,AIR_TEMP_MAX,1452261600,1452265200,28.2,Celsius,max,False,SFC,30.0,1452261600,1452263400
15590,NT_PT017,AIR_TEMP_MAX,1452175200,1452178800,23.3,Celsius,max,False,SFC,30.0,1452177000,1452178800
15590,NT_PT017,AIR_TEMP_MAX,1452178800,1452182400,23.3,Celsius,max,False,SFC,60.0,1452178800,1452182400
15590,NT_PT017,AIR_TEMP_MAX,1452182400,1452186000,22.9,Celsius,max,False,SFC,60.0,1452182400,1452186000
15590,NT_PT017,AIR_TEMP_MAX,1452186000,1452189600,23.1,Celsius,max,False,SFC,60.0,1452186000,1452189600
15590,NT_PT017,AIR_TEMP_MAX,1452189600,1452193200,23.0,Celsius,max,False,SFC,60.0,1452189600,1452193200
15590,NT_PT017,AIR_TEMP_MAX,1452193200,1452196800,22.1,Celsius,max,False,SFC,5.0,1452193200,1452193500
15590,NT_PT017,AIR_TEMP_MAX,1452200400,1452204000,24.3,Celsius,max,False,SFC,4.0,1452193500,1452203580
15590,NT_PT017,AIR_TEMP_MAX,1452204000,1452207600,26.0,Celsius,max,False,SFC,5.0,1452203580,1452205200
15590,NT_PT017,AIR_TEMP_MAX,1452207600,1452211200,30.5,Celsius,max,False,SFC,22.0,1452205200,1452211200
15590,NT_PT017,AIR_TEMP_MAX,1452211200,1452214800,32.3,Celsius,max,False,SFC,60.0,1452211200,1452214800
15590,NT_PT017,AIR_TEMP_MAX,1452214800,1452218400,33.4,Celsius,max,False,SFC,60.0,1452214800,1452218400
15590,NT_PT017,AIR_TEMP_MAX,1452218400,1452222000,34.2,Celsius,max,False,SFC,60.0,1452218400,1452222000
15590,NT_PT017,AIR_TEMP_MAX,1452222000,1452225600,34.7,Celsius,max,False,SFC,60.0,1452222000,1452225600
15590,NT_PT017,AIR_TEMP_MAX,1452225600,1452229200,35.1,Celsius,max,False,SFC,60.0,1452225600,1452229200
15590,NT_PT017,AIR_TEMP_MAX,1452229200,1452232800,35.4,Celsius,max,False,SFC,60.0,1452229200,1452232800
15590,NT_PT017,AIR_TEMP_MAX,1452232800,1452236400,35.3,Celsius,max,False,SFC,60.0,1452232800,1452236400
15590,NT_PT017,AIR_TEMP_MAX,1452236400,1452240000,34.9,Celsius,max,False,SFC,60.0,1452236400,1452240000
15590,NT_PT017,AIR_TEMP_MAX,1452240000,1452243600,34.3,Celsius,max,False,SFC,60.0,1452240000,1452243600
15590,NT_PT017,AIR_TEMP_MAX,1452243600,1452247200,33.3,Celsius,max,False,SFC,60.0,1452243600,1452247200
15590,NT_PT017,AIR_TEMP_MAX,1452247200,1452250800,29.7,Celsius,max,False,SFC,60.0,1452247200,1452250800
15590,NT_PT017,AIR_TEMP_MAX,1452250800,1452254400,28.2,Celsius,max,False,SFC,60.0,1452250800,1452254400
15590,NT_PT017,AIR_TEMP_MAX,1452254400,1452258000,26.6,Celsius,max,False,SFC,60.0,1452254400,1452258000
15590,NT_PT017,AIR_TEMP_MAX,1452258000,1452261600,26.4,Celsius,max,False,SFC,60.0,1452258000,1452261600
15590,NT_PT017,AIR_TEMP_MAX,1452261600,1452265200,24.6,Celsius,max,False,SFC,30.0,1452261600,1452263400
15602,NT_PT079,AIR_TEMP_MAX,1452175200,1452178800,27.5,Celsius,max,False,SFC,30.0,1452177000,1452178800
15602,NT_PT079,AIR_TEMP_MAX,1452178800,1452182400,27.3,Celsius,max,False,SFC,60.0,1452178800,1452182400
15602,NT_PT079,AIR_TEMP_MAX,1452182400,1452186000,26.2,Celsius,max,False,SFC,60.0,1452182400,1452186000
15602,NT_PT079,AIR_TEMP_MAX,1452186000,1452189600,25.1,Celsius,max,False,SFC,59.0,1452186000,1452189600
15602,NT_PT079,AIR_TEMP_MAX,1452189600,1452193200,24.7,Celsius,max,False,SFC,60.0,1452189600,1452193200
15602,NT_PT079,AIR_TEMP_MAX,1452193200,1452196800,23.4,Celsius,max,False,SFC,5.0,1452193200,1452193500
15602,NT_PT079,AIR_TEMP_MAX,1452200400,1452204000,27.4,Celsius,max,False,SFC,1.0,1452193500,1452203700
15602,NT_PT079,AIR_TEMP_MAX,1452204000,1452207600,31.4,Celsius,max,False,SFC,38.0,1452203700,1452207600
15602,NT_PT079,AIR_TEMP_MAX,1452207600,1452211200,33.5,Celsius,max,False,SFC,60.0,1452207600,1452211200
15602,NT_PT079,AIR_TEMP_MAX,1452211200,1452214800,35.4,Celsius,max,False,SFC,59.0,1452211200,1452214800
15602,NT_PT079,AIR_TEMP_MAX,1452214800,1452218400,36.7,Celsius,max,False,SFC,60.0,1452214800,1452218400
15602,NT_PT079,AIR_TEMP_MAX,1452218400,1452222000,37.4,Celsius,max,False,SFC,60.0,1452218400,1452222000
15602,NT_PT079,AIR_TEMP_MAX,1452222000,1452225600,38.4,Celsius,max,False,SFC,60.0,1452222000,1452225600
15602,NT_PT079,AIR_TEMP_MAX,1452225600,1452229200,38.6,Celsius,max,False,SFC,60.0,1452225600,1452229200
15602,NT_PT079,AIR_TEMP_MAX,1452229200,1452232800,38.8,Celsius,max,False,SFC,60.0,1452229200,1452232800
15602,NT_PT079,AIR_TEMP_MAX,1452232800,1452236400,38.4,Celsius,max,False,SFC,60.0,1452232800,1452236400
15602,NT_PT079,AIR_TEMP_MAX,1452236400,1452240000,38.3,Celsius,max,False,SFC,60.0,1452236400,1452240000
15602,NT_PT079,AIR_TEMP_MAX,1452240000,1452243600,37.5,Celsius,max,False,SFC,60.0,1452240000,1452243600
15602,NT_PT079,AIR_TEMP_MAX,1452243600,1452247200,36.3,Celsius,max,False,SFC,60.0,1452243600,1452247200
15602,NT_PT079,AIR_TEMP_MAX,1452247200,1452250800,34.4,Celsius,max,False,SFC,60.0,1452247200,1452250800
15602,NT_PT079,AIR_TEMP_MAX,1452250800,1452254400,32.0,Celsius,max,False,SFC,60.0,1452250800,1452254400
15602,NT_PT079,AIR_TEMP_MAX,1452254400,1452258000,30.6,Celsius,max,False,SFC,60.0,1452254400,1452258000
15602,NT_PT079,AIR_TEMP_MAX,1452258000,1452261600,30.0,Celsius,max,False,SFC,60.0,1452258000,1452261600
15602,NT_PT079,AIR_TEMP_MAX,1452261600,1452265200,29.0,Celsius,max,False,SFC,30.0,1452261600,1452263400
15635,NT_PT148,AIR_TEMP_MAX,1452175200,1452178800,32.9,Celsius,max,False,SFC,30.0,1452177000,1452178800
15635,NT_PT148,AIR_TEMP_MAX,1452178800,1452182400,32.8,Celsius,max,False,SFC,60.0,1452178800,1452182400
15635,NT_PT148,AIR_TEMP_MAX,1452182400,1452186000,31.3,Celsius,max,False,SFC,60.0,1452182400,1452186000
15635,NT_PT148,AIR_TEMP_MAX,1452186000,1452189600,29.4,Celsius,max,False,SFC,60.0,1452186000,1452189600
15635,NT_PT148,AIR_TEMP_MAX,1452189600,1452193200,28.7,Celsius,max,False,SFC,60.0,1452189600,1452193200
15635,NT_PT148,AIR_TEMP_MAX,1452193200,1452196800,28.0,Celsius,max,False,SFC,5.0,1452193200,1452193500
15635,NT_PT148,AIR_TEMP_MAX,1452204000,1452207600,32.4,Celsius,max,False,SFC,38.0,1452193500,1452207600
15635,NT_PT148,AIR_TEMP_MAX,1452207600,1452211200,35.0,Celsius,max,False,SFC,60.0,1452207300,1452211200
15635,NT_PT148,AIR_TEMP_MAX,1452211200,1452214800,36.5,Celsius,max,False,SFC,60.0,1452211200,1452214800
15635,NT_PT148,AIR_TEMP_MAX,1452214800,1452218400,37.9,Celsius,max,False,SFC,60.0,1452214800,1452218400
